id,name,party,last_check,x_handle,x_last_post,bluesky_handle,bluesky_last_post,mastodon_handle,mastodon_last_post
Q55334143,Theresa Scavenius,,2026-03-01T15:24:22.405996+00:00,TScavenius,2025-06-26T14:08:10+00:00,,,,
Q12343109,Thomas Danielsen,Venstre,2026-03-01T15:24:22.405996+00:00,ThDanielsen,2023-12-04T21:59:40+00:00,thomasdanielsen.bsky.social,2025-10-04T08:36:35.556Z,,
Q12339222,Thomas Jensen,Socialdemokratiet,2026-03-01T15:24:22.405996+00:00,MFThomasJensen,2024-10-01T12:25:09+00:00,,,,
Q115020554,Thomas Monberg,Socialdemokratiet,2026-03-01T15:24:22.405996+00:00,MonbergThomas,2025-03-27T17:57:40+00:00,thomasmonberg.bsky.social,2025-03-27T18:48:58.430Z,,
Q115012177,Thomas Skriver Jensen,Socialdemokratiet,2026-03-01T15:24:22.405996+00:00,T_SkriverJensen,2026-01-27T10:42:33+00:00,thomasskriver.bsky.social,2025-06-11T18:34:01.254Z,,
Q115020590,Tobias Grotkjær Elmstrøm,Moderaterne,2026-03-01T15:24:22.405996+00:00,TobiasGrotkjaer,2024-09-27T10:52:30+00:00,,,,
Q20197707,Torsten Gejl,Alternativet,2026-03-01T15:24:22.405996+00:00,TorstenGejl,2026-02-28T20:25:47+00:00,torstengejl.bsky.social,2026-02-28T20:27:27.353Z,,
Q7827256,Torsten Schack Pedersen,Venstre,2026-03-01T15:24:22.405996+00:00,Torstenschack,2026-02-25T09:25:25+00:00,torstenschack.bsky.social,2026-02-25T09:26:13.155Z,,
Q12339763,Trine Bramsen,Socialdemokratiet,2026-03-01T15:24:22.405996+00:00,Trinebramsen,2025-10-05T17:27:05+00:00,trinebramsen.bsky.social,2025-09-24T07:23:04.305Z,,
Q12339772,Trine Pertou Mach,Enhedslisten,2026-03-01T15:24:22.405996+00:00,trinemach,2026-02-28T14:58:13+00:00,,,,
Q3080572,Troels Lund Poulsen,Venstre,2026-03-01T15:24:22.405996+00:00,troelslundp,2026-03-01T07:53:58+00:00,troelslundp.venstre.dk,2025-10-07T07:57:36.360Z,,
Q64417468,Victoria Velásquez,Enhedslisten,2026-03-01T15:24:22.405996+00:00,VictoriaV_EL,2026-02-24T09:22:56+00:00,victoriavel.bsky.social,2025-03-08T17:48:05.055Z,,
Q264785,Yildiz Akdogan,Socialdemokratiet,2026-03-01T15:24:22.405996+00:00,YildizAkdogan,2026-02-26T09:59:52+00:00,,,,
Q12341748,Zenia Stampe,Radikale Venstre,2026-03-01T15:24:22.405996+00:00,zeniastampe,2024-12-11T15:20:38+00:00,zeniastampe.bsky.social,2025-05-07T11:03:41.244Z,,
